,Issuer Name,Insured Bonds,Mod Dur (Mid),Iss Spd Wst,Issue Date,Cpn,Maturity,Mty Size,Yield at Issue,YTW Sprd to Mty at Iss,MSRB Volume,BBG Composite,LQA Score,County,State
1257,East Wenatchee Water District/WA,N,2.830587716596811,24.45019444392098,5/16/2017,4.0,8/1/2025,355000,2.16,24.45019444392098,,,49,Douglas, WA
1258,Eastern Municipal Water District,N,0.08048224868189303,54.661041095890404,11/16/2017,3.0,9/1/2022,55000,1.96,54.661041095890404,,,96,Riverside, CA
1259,Eastern Municipal Water District,N,0.08048224868189303,59.66104109589039,11/16/2017,3.0,9/1/2022,70000,2.0100000000000002,59.66104109589039,,,96,Riverside, CA
1260,Eastern Municipal Water District,N,1.9674709896168843,74.59816712328768,11/16/2017,4.0,9/1/2024,75000,2.41,74.59816712328768,,,72,Riverside, CA
1261,Eastmark Community Facilities District No 1,N,0.8994136193928451,141.610301369863,12/7/2017,3.0,7/1/2023,40000,3.0,141.610301369863,,,52,Maricopa, AZ
1262,Eastmark Community Facilities District No 1,N,1.850403163203455,151.09076164383563,12/7/2017,3.2,7/1/2024,42000,3.2,151.09076164383563,,,29,Maricopa, AZ
1263,Eastmark Community Facilities District No 1,N,2.7666802931767576,160.1446520547945,12/7/2017,3.4,7/1/2025,43000,3.4000000000000004,160.1446520547945,,,20,Maricopa, AZ
1264,Eastmark Community Facilities District No 1,N,3.650765136907555,159.86631780821918,12/7/2017,3.5,7/1/2026,45000,3.5,159.86631780821918,,,11,Maricopa, AZ
1265,Eastmark Community Facilities District No 1,N,4.501036134192292,162.40562739726028,12/7/2017,3.6,7/1/2027,46000,3.6,162.40562739726028,,,6,Maricopa, AZ
1266,City of Edina MN,N,2.3847215586858614,-2.422501589977366,6/29/2017,4.0,2/1/2025,820000,1.53,-2.422501589977366,260000.0,AAA,79,Hennepin, MN
1267,City of Edina MN,N,3.278572689973171,0.9166606734110072,6/29/2017,4.0,2/1/2026,855000,1.71,0.9166606734110072,,AAA,70,Hennepin, MN
1268,Town of Edisto Beach SC Combined Waterworks & Sewer System Revenue,N,0.45005271072641345,40.744273822147804,7/18/2017,3.0,1/15/2023,165000,1.81,40.744273822147804,15000.0,,22,Colleton, SC
1269,Town of Edisto Beach SC Combined Waterworks & Sewer System Revenue,N,1.4172777156205145,36.37126583926849,7/18/2017,3.0,1/15/2024,170000,1.9100000000000001,36.37126583926849,,,61,Colleton, SC
1270,Town of Edisto Beach SC Combined Waterworks & Sewer System Revenue,N,2.3561190269973205,33.72017350490986,7/18/2017,3.0,1/15/2025,175000,2.0300000000000002,33.72017350490986,,,45,Colleton, SC
1271,Town of Edisto Beach SC Combined Waterworks & Sewer System Revenue,N,3.267933483394708,35.717075808782475,7/18/2017,3.0,1/15/2026,180000,2.19,35.717075808782475,,,34,Colleton, SC
1272,State of Connecticut Clean Water Fund - State Revolving Fund,N,0.7311971507390621,12.132010607890354,6/15/2017,5.0,5/1/2023,5885000,1.42,12.132010607890354,900000.0,AAA,88,Hartford, CT
1273,State of Connecticut Clean Water Fund - State Revolving Fund,N,4.312207225231064,17.249330658145535,6/15/2017,4.0,5/1/2027,4055000,2.05,17.249330658145535,70000.0,AAA,27,Hartford, CT
1274,City of Conroe TX,N,0.28541432534510347,21.76632173671078,9/1/2017,2.0,11/15/2022,830000,1.3900000000000001,21.76632173671078,,AA+,87,Montgomery, TX
1275,State of Connecticut Clean Water Fund - State Revolving Fund,N,3.465247201534315,17.034925909554865,6/15/2017,4.0,5/1/2026,705000,1.93,17.034925909554865,,AAA,58,Hartford, CT
1276,City of Conroe TX,N,3.8650413085859667,32.906436222898726,9/1/2017,5.0,11/15/2026,960000,2.08,32.906436222898726,,AA+,64,Montgomery, TX
1277,City of Cleveland TX,Y,0.5692936916459674,41.919940652391865,8/1/2017,3.0,3/1/2023,290000,1.8,41.919940652391865,,AA-,87,Liberty, TX
1278,Town of Clinton MA,N,1.7984723330725196,10.591761563659352,6/29/2017,4.0,6/15/2024,245000,1.6,10.591761563659352,,,84,Worcester, MA
1279,Easley Combined Utility System,Y,2.2352795701769805,50.688458490436375,10/12/2017,3.0,12/1/2024,275000,2.04,50.688458490436375,,A+,65,Pickens, SC
1280,Town of East Bloomfield NY,N,3.1676518644913183,79.35383013698632,12/28/2017,3.5,12/15/2025,10000,2.6,79.35383013698632,,,66,Ontario, NY
1281,Los Angeles Department of Water & Power Water System Revenue,N,1.829603443532939,2.588655510524984,5/11/2017,5.0,7/1/2024,4725000,1.77,2.588655510524984,600000.0,AA,82,Los Angeles, CA
1282,Fort Bend County Municipal Utility District No 134C,Y,0.08048990892457673,63.32552122607433,10/1/2017,4.0,9/1/2022,95000,1.75,63.32552122607433,,A+,97,Fort Bend, TX
1283,Fort Bend County Municipal Utility District No 134C,Y,1.0434413213710791,63.79633981076687,10/1/2017,4.0,9/1/2023,95000,1.9000000000000001,63.79633981076687,,A+,90,Fort Bend, TX
1284,Fort Bend County Municipal Utility District No 134C,Y,2.012787619206141,63.76732336305837,10/1/2017,2.0,9/1/2024,95000,2.05,63.76732336305837,,A+,67,Fort Bend, TX
1285,Fort Bend County Municipal Utility District No 134C,Y,0.08048986772887874,37.09044109589041,11/1/2017,3.0,9/1/2022,310000,1.71,37.09044109589041,,A+,99,Fort Bend, TX
1286,Fort Bend County Municipal Utility District No 134C,Y,1.0502444653692793,40.322783561643845,11/1/2017,3.0,9/1/2023,310000,1.87,40.322783561643845,,A+,88,Fort Bend, TX
1287,Fort Bend County Municipal Utility District No 134C,Y,1.9902669752050257,44.0683698630137,11/1/2017,3.0,9/1/2024,310000,2.04,44.0683698630137,,A+,78,Fort Bend, TX
1288,Fort Bend County Municipal Utility District NO 176,N,0.08046076480863021,95.34252140940262,5/1/2017,2.4,9/1/2022,25000,2.4000000000000004,95.34252140940262,,,91,Harris, TX
1289,Fort Bend County Municipal Utility District NO 176,N,1.0506487952835912,99.21204577593883,5/1/2017,2.6,9/1/2023,25000,2.6,99.21204577593883,,,61,Harris, TX
1290,Fort Bend County Municipal Utility District No 152,Y,0.08046234628934554,77.56873537587974,8/1/2017,4.0,9/1/2022,85000,2.0,77.56873537587974,,A-,92,Fort Bend, TX
1291,Fort Bend County Municipal Utility District No 152,Y,1.0411865196731367,73.15890881752321,8/1/2017,4.0,9/1/2023,90000,2.1,73.15890881752321,,A-,84,Fort Bend, TX
1292,Fort Bend County Municipal Utility District No 152,Y,2.0039761122605784,68.4563515425112,8/1/2017,2.2,9/1/2024,95000,2.2,68.4563515425112,,A-,63,Fort Bend, TX
1293,Fort Bend County Municipal Utility District No 145,N,0.7329352806216777,107.04415341991054,8/1/2017,3.0,5/1/2023,40000,2.4000000000000004,107.04415341991054,,,89,Fort Bend, TX
1294,Fort Bend County Municipal Utility District No 145,N,1.6842323521923368,112.25966230495715,8/1/2017,3.0,5/1/2024,40000,2.6,112.25966230495715,,,73,Fort Bend, TX
1295,Fort Bend County Municipal Utility District No 162,Y,0.08045716523448236,58.110114143978244,7/1/2017,2.0,9/1/2022,175000,1.8,58.110114143978244,125000.0,A,100,Fort Bend, TX
1296,Fort Bend County Municipal Utility District No 162,Y,1.0510494155328611,68.30130088045736,7/1/2017,2.5,9/1/2023,175000,2.05,68.30130088045736,,A,85,Fort Bend, TX
1297,Fort Bend County Municipal Utility District No 162,Y,1.996304256632088,73.2930133898312,7/1/2017,2.5,9/1/2024,175000,2.25,73.2930133898312,,A,72,Fort Bend, TX
1298,Fort Bend County Municipal Utility District No 167,Y,0.08047136215515119,52.35367136344573,8/1/2017,2.0,9/1/2022,225000,1.9000000000000001,52.35367136344573,,A+,100,Harris, TX
1299,Fort Bend County Municipal Utility District No 167,Y,1.055750092526107,58.15061337163006,8/1/2017,2.0,9/1/2023,220000,2.1,58.15061337163006,,A+,84,Harris, TX
1300,Fort Bend County Municipal Utility District No 167,Y,2.0099700888398293,53.57269206948576,8/1/2017,2.0,9/1/2024,220000,2.2,53.57269206948576,,A+,71,Harris, TX
1301,Fort Bend County Municipal Utility District No 133,Y,1.0502751509579722,71.80637980584959,7/1/2017,3.0,9/1/2023,525000,2.15,71.80637980584959,,A+,88,Fort Bend, TX
1302,Fort Bend County Municipal Utility District No 133,Y,1.9903342018637848,72.4742282076848,7/1/2017,3.0,9/1/2024,550000,2.3000000000000003,72.4742282076848,,A+,78,Fort Bend, TX
1303,Fort Bend County Municipal Utility District No 187,Y,0.08047431217403257,50.827813698630145,12/1/2017,3.0,9/1/2022,200000,2.0,50.827813698630145,,A,99,Fort Bend, TX
1304,Fort Bend County Municipal Utility District No 187,Y,1.048986477336746,54.76219178082191,12/1/2017,3.0,9/1/2023,200000,2.15,54.76219178082191,,A,90,Fort Bend, TX
1305,Fort Bend County Municipal Utility District No 187,Y,1.9879801084261959,59.34694794520547,12/1/2017,3.0,9/1/2024,200000,2.3000000000000003,59.34694794520547,,A,79,Fort Bend, TX
1306,Fort Bend County Municipal Utility District No 172,Y,0.08047128239691877,47.64387945205479,12/1/2017,2.0,9/1/2022,100000,2.0,47.64387945205479,,A+,96,Fort Bend, TX
1307,Fort Bend County Municipal Utility District No 172,Y,1.0487351237832423,51.89521643835615,12/1/2017,3.0,9/1/2023,100000,2.15,51.89521643835615,,A+,88,Fort Bend, TX
1308,Fort Bend County Municipal Utility District No 172,Y,1.9873851109531884,56.84104109589039,12/1/2017,3.0,9/1/2024,100000,2.3000000000000003,56.84104109589039,,A+,77,Fort Bend, TX
1309,Fort Bend County Municipal Utility District No 172,Y,2.898942228233422,61.091904109589045,12/1/2017,3.0,9/1/2025,100000,2.45,61.091904109589045,,A+,67,Fort Bend, TX
1310,Fort Bend County Municipal Utility District No 134D,N,0.08047054233271264,82.50396463777237,2/1/2017,3.0,9/1/2022,285000,2.6,82.50396463777237,,,95,Fort Bend, TX
1311,Fort Bend County Municipal Utility District No 134D,N,1.048679396976628,89.8115297965581,2/1/2017,3.0,9/1/2023,300000,2.8000000000000003,89.8115297965581,,,73,Fort Bend, TX
1312,Fort Bend County Municipal Utility District No 134D,N,1.987333473396664,97.20204038775364,2/1/2017,3.0,9/1/2024,315000,3.0,97.20204038775364,,,58,Fort Bend, TX
1313,Fort Bend County Municipal Utility District No 134D,Y,0.08048686834717662,57.045835616438346,12/1/2017,4.0,9/1/2022,305000,2.0,57.045835616438346,,,95,Fort Bend, TX
1314,Fort Bend County Municipal Utility District No 134D,Y,1.0432261761061727,59.91265753424657,12/1/2017,4.0,9/1/2023,310000,2.15,59.91265753424657,,,90,Fort Bend, TX
1315,Fort Bend County Municipal Utility District No 134D,Y,1.9685694646969794,62.43216438356163,12/1/2017,4.0,9/1/2024,315000,2.3000000000000003,62.43216438356163,,,80,Fort Bend, TX
1316,Fort Bend County Municipal Utility District No 134D,Y,2.9033359910256062,69.86515616438356,12/1/2017,3.0,9/1/2025,325000,2.5,69.86515616438356,,,58,Fort Bend, TX
1317,City of Highland Park IL,N,0.40919171570069984,32.350371401678736,2/7/2017,3.0,12/30/2022,225000,2.15,32.350371401678736,,,97,Lake, IL
1318,City of Highland Park IL,N,1.3773500595737127,38.724366394051856,2/7/2017,3.0,12/30/2023,235000,2.35,38.724366394051856,,,87,Lake, IL
1319,City of Highland Park IL,N,2.3174210477296846,40.230513145548926,2/7/2017,3.0,12/30/2024,240000,2.5,40.230513145548926,,,80,Lake, IL
1320,Highlands at Mayfield Ranch Municipal Utility District,Y,0.08045816055839448,60.34358904109589,11/21/2017,4.0,9/1/2022,155000,2.0,60.34358904109589,30000.0,AA-,98,Travis, TX
1321,Highlands at Mayfield Ranch Municipal Utility District,Y,1.0408390808703187,67.8504383561644,11/21/2017,4.0,9/1/2023,155000,2.2,67.8504383561644,,AA-,88,Travis, TX
1322,Highlands at Mayfield Ranch Municipal Utility District,Y,1.9637386914755652,75.00682191780821,11/21/2017,4.0,9/1/2024,160000,2.4000000000000004,75.00682191780821,,AA-,76,Travis, TX
1323,Village of Hoffman Estates IL,N,0.3291254824778903,58.87554151263483,9/12/2017,3.0,12/1/2022,340000,1.8,58.87554151263483,,,97,Cook, IL
1324,Village of Hoffman Estates IL,N,1.2961561022030101,64.03151707207064,9/12/2017,3.0,12/1/2023,345000,2.0,64.03151707207064,,,87,Cook, IL
1325,Village of Hoffman Estates IL,N,2.23467223871142,63.89051778042742,9/12/2017,3.0,12/1/2024,355000,2.15,63.89051778042742,,,77,Cook, IL
1326,Village of Hoffman Estates IL,N,3.14615355964912,64.16562636388615,9/12/2017,3.0,12/1/2025,375000,2.3000000000000003,64.16562636388615,50000.0,,68,Cook, IL
1327,Village of Hoffman Estates IL,N,4.031513490702341,66.32983968798601,9/12/2017,3.0,12/1/2026,380000,2.45,66.32983968798601,,,61,Cook, IL
1328,Town of Holden MA,N,1.786247495945551,-1.5594721364631026,6/15/2017,5.0,6/15/2024,315000,1.48,-1.5594721364631026,,,86,Worcester, MA
1329,Town of Holden MA,N,3.5359366683999935,0.5590329555022588,6/15/2017,5.0,6/15/2026,315000,1.8,0.5590329555022588,,,74,Worcester, MA
1330,Town of Holden MA,N,4.356977671051214,3.9514537031275054,6/15/2017,5.0,6/15/2027,315000,1.95,3.9514537031275054,,,70,Worcester, MA
1331,Milwaukee Metropolitan Sewerage District,N,0.16366289103992185,9.740658074041564,6/12/2017,5.0,10/1/2022,2860000,1.4000000000000001,9.740658074041564,20000.0,AA+,97,Milwaukee, WI
1332,Milwaukee Metropolitan Sewerage District,N,2.9084260482511692,6.078934804261293,6/12/2017,5.0,10/1/2025,3335000,1.84,6.078934804261293,150000.0,AA+,74,Milwaukee, WI
1333,Milwaukee Metropolitan Sewerage District,N,3.747193043169664,8.639864035184752,6/12/2017,5.0,10/1/2026,3510000,2.0,8.639864035184752,,AA+,66,Milwaukee, WI
1334,City of Mineola TX,Y,0.08048240863425228,34.528104146302965,9/15/2017,2.0,9/1/2022,225000,1.5,34.528104146302965,,,89,Wood, TX
1335,City of Mineola TX,Y,1.0496754747856383,34.75844889614399,9/15/2017,3.0,9/1/2023,235000,1.6500000000000001,34.75844889614399,,,83,Wood, TX
1336,City of Mineola TX,Y,1.9893258768482567,39.678628978468744,9/15/2017,3.0,9/1/2024,245000,1.85,39.678628978468744,,,72,Wood, TX
1337,City of Mineola TX,Y,2.902000475488785,39.540371464169645,9/15/2017,3.0,9/1/2025,240000,2.0,39.540371464169645,,,62,Wood, TX
1338,City of Mineola TX,Y,3.788148499479112,37.967542249210155,9/15/2017,3.0,9/1/2026,260000,2.12,37.967542249210155,,,53,Wood, TX
1339,Town of Groveland MA,N,0.8566511423318083,1.9269450780589725,6/15/2017,3.0,6/15/2023,115000,1.32,1.9269450780589725,,,91,Essex, MA
1340,Town of Groveland MA,N,1.8116965849518334,4.336746426647009,6/15/2017,3.0,6/15/2024,115000,1.5,4.336746426647009,,,81,Essex, MA
1341,Town of Groveland MA,N,2.7396682028214183,3.8886787824242264,6/15/2017,3.0,6/15/2025,115000,1.6500000000000001,3.8886787824242264,,,70,Essex, MA
1342,Town of Groveland MA,N,3.6414378890328423,9.956455856398883,6/15/2017,3.0,6/15/2026,115000,1.85,9.956455856398883,,,58,Essex, MA
1343,Town of Groveland MA,N,4.5177421963672515,13.536573328365243,6/15/2017,3.0,6/15/2027,115000,2.0,13.536573328365243,,,45,Essex, MA
1344,Guadalupe-Blanco River Authority,N,0.6912124218423381,27.657975342465747,10/15/2017,3.0,4/15/2023,115000,1.72,27.657975342465747,,,96,Guadalupe, TX
1345,Guadalupe-Blanco River Authority,N,1.6328971126698775,29.07110958904111,10/15/2017,4.0,4/15/2024,120000,1.86,29.07110958904111,,,85,Guadalupe, TX
1346,Guadalupe-Blanco River Authority,N,2.542795789170906,32.28346575342464,10/15/2017,4.0,4/15/2025,130000,2.02,32.28346575342464,,,73,Guadalupe, TX
1347,Guadalupe-Blanco River Authority,N,3.4209748542081515,36.259753424657546,10/15/2017,4.0,4/15/2026,135000,2.18,36.259753424657546,,,62,Guadalupe, TX
1348,City of Menomonie WI,Y,0.16356148791091965,19.64591994334104,5/24/2017,3.0,10/1/2022,80000,1.6500000000000001,19.64591994334104,,,97,Dunn, WI
1349,County of Ionia MI,N,0.0055552590769568574,33.38453673544597,6/27/2017,3.0,8/1/2022,240000,1.5,33.38453673544597,,,98,Ionia, MI
1350,County of Ionia MI,N,0.9823208226652669,32.924709187538625,6/27/2017,3.0,8/1/2023,250000,1.6500000000000001,32.924709187538625,,,87,Ionia, MI
1351,County of Ionia MI,N,1.936668876872586,32.3397771570656,6/27/2017,3.0,8/1/2024,260000,1.8,32.3397771570656,,,77,Ionia, MI
1352,County of Ionia MI,N,2.863658252744374,32.08068312075905,6/27/2017,3.0,8/1/2025,270000,1.95,32.08068312075905,,,62,Ionia, MI
1353,County of Ionia MI,N,3.7638084370182954,38.48872279370712,6/27/2017,3.0,8/1/2026,280000,2.15,38.48872279370712,50000.0,,49,Ionia, MI
1354,City of Irving TX,N,1.077683601919435,27.972518426812563,3/30/2017,3.25,9/15/2023,1215000,2.5,27.972518426812563,,AAA,84,Dallas, TX
1355,City of Irving TX,N,2.007366318544163,38.07171530961186,3/30/2017,3.25,9/15/2024,1320000,2.7,38.07171530961186,,AAA,73,Dallas, TX
1356,City of Irving TX,N,2.9069240435052595,42.5225970332717,3/30/2017,3.25,9/15/2025,1400000,2.8000000000000003,42.5225970332717,30000.0,AAA,65,Dallas, TX
1357,City of Irving TX,N,3.7765462410650157,46.97347875693163,3/30/2017,3.25,9/15/2026,1490000,2.9000000000000004,46.97347875693163,,AAA,56,Dallas, TX
1358,City of Irving TX,N,4.616079475919008,52.88388850787133,3/30/2017,3.25,9/15/2027,1580000,3.0,52.88388850787133,,AAA,51,Dallas, TX
1359,City of Irving TX,N,0.11932319560112897,10.658253443329379,4/4/2017,3.0,9/15/2022,250000,1.78,10.658253443329379,,AAA,97,Dallas, TX
1360,City of Irving TX,N,1.0763910715733334,16.30417550127936,4/4/2017,5.0,9/15/2023,255000,2.0,16.30417550127936,,AAA,90,Dallas, TX
1361,City of Irving TX,N,1.9893577529746667,25.272731382895387,4/4/2017,5.0,9/15/2024,1590000,2.25,25.272731382895387,150000.0,AAA,83,Dallas, TX
1362,City of Irving TX,N,2.863365741118914,25.49872994128899,4/4/2017,5.0,9/15/2025,1600000,2.4000000000000004,25.49872994128899,90000.0,AAA,74,Dallas, TX
1363,City of Irving TX,N,3.701234186167881,28.224802459320443,4/4/2017,5.0,9/15/2026,1615000,2.5500000000000003,28.224802459320443,,AAA,68,Dallas, TX
1364,City of Irving TX,N,4.505759692239957,26.839032631247363,4/4/2017,5.0,9/15/2027,1630000,2.65,26.839032631247363,,AAA,60,Dallas, TX
1365,City of Irving TX Waterworks & Sewer System Revenue,N,0.9936459126999836,27.677814473806794,4/4/2017,5.0,8/15/2023,820000,2.1,27.677814473806794,,AA,91,Dallas, TX
1366,City of Irving TX Waterworks & Sewer System Revenue,N,1.9064883182013372,36.61748487404714,4/4/2017,5.0,8/15/2024,860000,2.35,36.61748487404714,,AA,85,Dallas, TX
1367,City of Irving TX Waterworks & Sewer System Revenue,N,2.7803983327017856,36.67927853453779,4/4/2017,5.0,8/15/2025,905000,2.5,36.67927853453779,,AA,76,Dallas, TX
1368,City of Irving TX Waterworks & Sewer System Revenue,N,3.7516498408627594,39.153308629595294,4/4/2017,3.0,8/15/2026,950000,2.65,39.153308629595294,,AA,59,Dallas, TX
1369,City of Irving TX Waterworks & Sewer System Revenue,N,4.421747757711317,37.83780936412193,4/4/2017,5.0,8/15/2027,975000,2.75,37.83780936412193,10000.0,AA,62,Dallas, TX
1370,Kentucky Rural Water Finance Corp,N,1.45624274426362,76.40011488517227,7/11/2017,4.0,2/1/2024,210000,2.2,76.40011488517227,40000.0,,77,Warren, KY
1371,Kentucky Rural Water Finance Corp,N,3.2731766992353486,87.89876782652802,7/11/2017,4.0,2/1/2026,230000,2.6,87.89876782652802,,,60,Warren, KY
1372,Kentucky Rural Water Finance Corp,N,4.132785745855878,96.0755522003823,7/11/2017,4.0,2/1/2027,240000,2.8000000000000003,96.0755522003823,,,51,Warren, KY
1373,Keokuk Municipal Water Works,N,1.60293006113123,48.65023013698631,12/1/2017,3.0,4/1/2024,380000,2.15,48.65023013698631,,,83,Lee, IA
1374,City of Kerkhoven MN,N,0.4944901138708135,85.58882164207571,8/28/2017,3.0,2/1/2023,120000,2.15,85.58882164207571,,,87,Swift, MN
1375,City of Kerkhoven MN,N,1.463069899817067,85.9106304336793,8/28/2017,3.0,2/1/2024,120000,2.3000000000000003,85.9106304336793,,,70,Swift, MN
1376,City of Kerkhoven MN,N,2.403052146068618,85.9640918697656,8/28/2017,3.0,2/1/2025,130000,2.45,85.9640918697656,,,58,Swift, MN
1377,City of Kerkhoven MN,N,3.3157033326985896,86.7125104354962,8/28/2017,3.0,2/1/2026,135000,2.6,86.7125104354962,,,50,Swift, MN
1378,City of Kerkhoven MN,N,4.201474562406168,89.60502237686336,8/28/2017,3.0,2/1/2027,135000,2.75,89.60502237686336,,,44,Swift, MN
1379,City of Kiel WI Water System Revenue,N,0.7348480650305477,62.185397260273966,12/27/2017,3.0,5/1/2023,110000,2.3000000000000003,62.185397260273966,,,85,#N/A Field Not Applicable,
1380,City of Kiel WI Water System Revenue,N,1.6888646222020542,65.80314520547945,12/27/2017,3.0,5/1/2024,115000,2.4000000000000004,65.80314520547945,,,72,#N/A Field Not Applicable,
1381,City of Kilgore TX,N,0.5227332011280191,20.742358963697583,1/15/2017,4.0,2/15/2023,185000,2.05,20.742358963697583,,,86,Gregg, TX
1382,City of Kilgore TX,N,1.464965414483876,17.088608991153297,1/15/2017,4.0,2/15/2024,190000,2.15,17.088608991153297,,,80,Gregg, TX
1383,City of Kilgore TX,N,2.372134038450878,13.589791358705927,1/15/2017,4.0,2/15/2025,200000,2.25,13.589791358705927,,,72,Gregg, TX
1384,City of Kilgore TX,N,3.302780381394041,11.64431172356477,1/15/2017,3.0,2/15/2026,205000,2.35,11.64431172356477,,,56,Gregg, TX
1385,Greatrock North Water & Sanitation District,Y,0.32920198852604304,32.92964383561645,12/1/2017,4.0,12/1/2022,85000,1.85,32.92964383561645,,,91,Jefferson, CO
1386,City of Green Forest AR Water & Sewer Revenue,N,3.652509624386692,113.18908094012352,1/18/2017,3.375,7/1/2026,75000,3.6,113.18908094012352,,,36,Carroll, AR
1387,City of Green Forest AR Water & Sewer Revenue,N,4.5007952746118445,116.00327549262927,1/18/2017,3.5,7/1/2027,75000,3.73,116.00327549262927,,,30,Carroll, AR
1388,Town of Greenburgh NY,N,0.6944670760514561,3.343136986301376,11/1/2017,2.0,4/15/2023,1100000,1.48,3.343136986301376,2125000.0,AAA,71,Westchester, NY
1389,Town of Greenburgh NY,N,1.6619178829547128,1.7746712328767345,11/1/2017,2.0,4/15/2024,1100000,1.6,1.7746712328767345,100000.0,AAA,54,Westchester, NY
1390,Town of Greenburgh NY,N,2.6102662112286854,3.0184246575342577,11/1/2017,2.0,4/15/2025,1100000,1.75,3.0184246575342577,45000.0,AAA,62,Westchester, NY
1391,County of Greene OH,N,1.305335296242037,11.362537793729466,9/28/2017,2.0,12/1/2023,355000,1.45,11.362537793729466,,,69,Greene, OH
1392,County of Greene OH,N,2.261566407432733,11.629494063858914,9/28/2017,2.0,12/1/2024,365000,1.6,11.629494063858914,140000.0,,61,Greene, OH
1393,City of Giddings TX,Y,0.5689024908408566,40.073615496153245,7/15/2017,3.0,3/1/2023,230000,1.7000000000000002,40.073615496153245,,AA-,76,Lee, TX
1394,City of Giddings TX,Y,1.5216219657525183,40.535155829521166,7/15/2017,3.0,3/1/2024,240000,1.85,40.535155829521166,,AA-,78,Lee, TX
1395,City of Giddings TX,Y,2.446378804459827,45.87383185618785,7/15/2017,3.0,3/1/2025,245000,2.05,45.87383185618785,,AA-,65,Lee, TX
1396,City of Giddings TX,Y,3.344373496188368,47.00576626810744,7/15/2017,3.0,3/1/2026,255000,2.2,47.00576626810744,,AA-,53,Lee, TX
1397,City of Giddings TX,Y,4.216207306253086,50.414321269743525,7/15/2017,3.0,3/1/2027,260000,2.35,50.414321269743525,,AA-,44,Lee, TX
1398,City of Gig Harbor WA Water & Sewer Revenue,N,0.16361670958711536,12.980041423371102,3/23/2017,3.0,10/1/2022,260000,1.9000000000000001,12.980041423371102,,,98,Pierce, WA
1399,City of Gig Harbor WA Water & Sewer Revenue,N,1.1328458226047624,20.55449067960915,3/23/2017,3.0,10/1/2023,270000,2.14,20.55449067960915,,,84,Pierce, WA
1400,City of Gig Harbor WA Water & Sewer Revenue,N,2.051663756057449,25.481247565919762,3/23/2017,4.0,10/1/2024,275000,2.35,25.481247565919762,,,80,Pierce, WA
1401,City of Gig Harbor WA Water & Sewer Revenue,N,2.9437457035565653,23.722518513308,3/23/2017,4.0,10/1/2025,285000,2.48,23.722518513308,,,73,Pierce, WA
1402,City of Gig Harbor WA Water & Sewer Revenue,N,3.8039852109325882,20.556586930935694,3/23/2017,4.0,10/1/2026,300000,2.57,20.556586930935694,,,68,Pierce, WA
1403,Village of Giltner NE,N,0.11930588982631744,69.87234172961048,9/15/2017,1.85,9/15/2022,20000,1.85,69.87234172961048,,,15,Hamilton, NE
1404,City of Glencoe MN,Y,0.005555282667175188,51.651086057175654,6/13/2017,2.0,8/1/2022,305000,1.75,51.651086057175654,,AA-,100,McLeod, MN
1405,City of Glencoe MN,Y,0.9827178371533548,50.681610764582864,6/13/2017,3.0,8/1/2023,310000,1.9000000000000001,50.681610764582864,40000.0,AA-,92,McLeod, MN
1406,City of Glencoe MN,Y,1.9374134496653301,49.592787384357905,6/13/2017,3.0,8/1/2024,315000,2.05,49.592787384357905,,AA-,81,McLeod, MN
1407,City of Glencoe MN,Y,2.86475788294219,48.91154147691918,6/13/2017,3.0,8/1/2025,325000,2.2,48.91154147691918,,AA-,71,McLeod, MN
1408,City of Glendale WI,N,0.6515330736289252,27.829516052587433,4/17/2017,3.0,4/1/2023,495000,2.0,27.829516052587433,,,91,Milwaukee, WI
1409,City of Glendale WI,N,1.6169267168404349,21.065902617491016,4/17/2017,2.1,4/1/2024,600000,2.1,21.065902617491016,,,79,Milwaukee, WI
1410,City of Goddard KS,N,0.16359484076204464,60.80383923885972,6/21/2017,3.75,10/1/2022,30000,1.8,60.80383923885972,,,93,Sedgwick, KS
1411,City of Goddard KS,N,1.1289283497355196,65.32606260622498,6/21/2017,3.5,10/1/2023,35000,2.0,65.32606260622498,,,78,Sedgwick, KS
1412,City of Goddard KS,N,2.0912252498273465,64.74796597739609,6/21/2017,2.15,10/1/2024,35000,2.15,64.74796597739609,,,51,Sedgwick, KS
1413,City of Goddard KS,N,3.016958763863919,64.73413555987442,6/21/2017,2.3,10/1/2025,35000,2.3000000000000003,64.73413555987442,70000.0,,42,Sedgwick, KS
1414,City of Goddard KS,N,3.9133001859810026,66.58379264851149,6/21/2017,2.45,10/1/2026,40000,2.45,66.58379264851149,40000.0,,37,Sedgwick, KS
1415,City of Goodyear AZ,N,4.398860580491218,19.405424657534276,11/14/2017,5.0,7/1/2027,1200000,2.18,19.405424657534276,45000.0,AA+,71,Maricopa, AZ
1416,City of League City TX,N,0.5215857164119887,16.350820381760876,7/1/2017,5.0,2/15/2023,965000,1.45,16.350820381760876,,AA+,94,Galveston, TX
1417,City of League City TX,N,1.4556414461438019,17.4696950231346,7/1/2017,5.0,2/15/2024,685000,1.61,17.4696950231346,20000.0,AA+,86,Galveston, TX
1418,City of League City TX,N,2.34838458544511,22.388922386069442,7/1/2017,5.0,2/15/2025,680000,1.81,22.388922386069442,,AA+,77,Galveston, TX
1419,City of League City TX,N,3.2037806989080178,28.188199389539825,7/1/2017,5.0,2/15/2026,1000000,2.0100000000000002,28.188199389539825,,AA+,69,Galveston, TX
