,CUSIP,Issuer Name,State Code,U.S. County Of Issuance,Mod Dur (Mid),Iss Spd Wst,Issue Date,Bond Purpose,Cpn,Maturity,Mty Size,Yield at Issue,Spread to AAA BVAL (%),YTW Sprd to Mty at Iss,Tax Prov,MSRB Volume,matches,USPS,NAME,INTPTLAT,INTPTLONG                                                                                                               
1926,535097EF2,Village of Lincolnwood Il,IL,"Cook, IL",1.315518729,40.50373973,10/15/2019,SEWER IMPS. WATER UTILITY IMPS.,5,12/1/2023,385000,1.65,#N/A Authorization,40.50373973,FED TAX-EXEMPT/ST TAXABLE,,,IL,Cook County,41.894294,-87.645455
1927,535097EH8,Village of Lincolnwood Il,IL,"Cook, IL",3.094607021,46.38036438,10/15/2019,SEWER IMPS. WATER UTILITY IMPS.,5,12/1/2025,425000,1.75,#N/A Authorization,46.38036438,FED TAX-EXEMPT/ST TAXABLE,,,IL,Cook County,41.894294,-87.645455
1928,535097EL9,Village of Lincolnwood Il,IL,"Cook, IL",5.488923654,46.9970411,10/15/2019,SEWER IMPS. WATER UTILITY IMPS.,5,12/1/2028,495000,1.9,#N/A Authorization,46.9970411,FED TAX-EXEMPT/ST TAXABLE,50000,,IL,Cook County,41.894294,-87.645455
1929,614214AD6,Village of Montgomery NY,NY,"Orange, NY",0.556983091,51.17714521,2/6/2019,WATER UTILITY IMPS.,3.75,2/15/2023,15000,2.3,#N/A Authorization,51.17714521,FED BQ/ST TAX-EXEMPT,,Orange County,NY,Orange County,41.40241,-74.306252
1930,614214AE4,Village of Montgomery NY,NY,"Orange, NY",1.50278629,55.69525479,2/6/2019,WATER UTILITY IMPS.,3.75,2/15/2024,15000,2.4,#N/A Authorization,55.69525479,FED BQ/ST TAX-EXEMPT,,Orange County,NY,Orange County,41.40241,-74.306252
1931,614214AF1,Village of Montgomery NY,NY,"Orange, NY",2.415174992,59.63621918,2/6/2019,WATER UTILITY IMPS.,3.75,2/15/2025,20000,2.5,#N/A Authorization,59.63621918,FED BQ/ST TAX-EXEMPT,,Orange County,NY,Orange County,41.40241,-74.306252
1932,614214AG9,Village of Montgomery NY,NY,"Orange, NY",3.296626433,62.86773973,2/6/2019,WATER UTILITY IMPS.,3.75,2/15/2026,20000,2.6,#N/A Authorization,62.86773973,FED BQ/ST TAX-EXEMPT,,Orange County,NY,Orange County,41.40241,-74.306252
1933,614410KC1,City of Monticello IA,IA,"Jones, IA",0.849937544,50.24109315,5/15/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,3,6/1/2023,240000,2.1,#N/A Authorization,50.24109315,FED BQ/ST TAXABLE,,,IA,Jones County,42.125118,-91.116914
1934,614410KD9,City of Monticello IA,IA,"Jones, IA",1.803304338,50.19678082,5/15/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,3,6/1/2024,245000,2.15,#N/A Authorization,50.19678082,FED BQ/ST TAXABLE,,,IA,Jones County,42.125118,-91.116914
1935,614410KE7,City of Monticello IA,IA,"Jones, IA",2.72880257,51.04512055,5/15/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,3,6/1/2025,255000,2.2,#N/A Authorization,51.04512055,FED BQ/ST TAXABLE,,,IA,Jones County,42.125118,-91.116914
1936,614410KF4,City of Monticello IA,IA,"Jones, IA",3.627867824,54.97276986,5/15/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,3,6/1/2026,260000,2.3,#N/A Authorization,54.97276986,FED BQ/ST TAXABLE,,,IA,Jones County,42.125118,-91.116914
1937,614410KG2,City of Monticello IA,IA,"Jones, IA",4.500032782,59.12212603,5/15/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,3,6/1/2027,270000,2.4,#N/A Authorization,59.12212603,FED BQ/ST TAXABLE,,,IA,Jones County,42.125118,-91.116914
1938,510066RE5,City of Lake Jackson TX Waterworks and Sewer Revenue,TX,"Brazoria, TX",2.570170266,32.51808219,11/15/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,4,4/15/2025,335000,1.55,#N/A Authorization,32.51808219,FED BQ,,Brazoria County,TX,Brazoria County,29.167817,-95.434647
1939,510066RH8,City of Lake Jackson TX Waterworks and Sewer Revenue,TX,"Brazoria, TX",5.096043978,41.15983836,11/15/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,4,4/15/2028,335000,1.85,#N/A Authorization,41.15983836,FED BQ,,Brazoria County,TX,Brazoria County,29.167817,-95.434647
1940,510192JJ7,City of Lake Mills WI,WI,"Jefferson, WI",0.767207337,25.46774521,6/27/2019,PUBLIC IMPS. SEWER IMPS. WATER UTILITY IMPS.,3,5/1/2023,125000,1.61,#N/A Authorization,25.46774521,FED BQ/ST TAXABLE,,Jefferson County,WI,Jefferson County,43.013804,-88.773985
1941,510192JL2,City of Lake Mills WI,WI,"Jefferson, WI",2.645412325,29.99026849,6/27/2019,PUBLIC IMPS. SEWER IMPS. WATER UTILITY IMPS.,3,5/1/2025,135000,1.7,#N/A Authorization,29.99026849,FED BQ/ST TAXABLE,40000,Jefferson County,WI,Jefferson County,43.013804,-88.773985
1942,510192JN8,City of Lake Mills WI,WI,"Jefferson, WI",4.416588813,40.97181918,6/27/2019,PUBLIC IMPS. SEWER IMPS. WATER UTILITY IMPS.,3,5/1/2027,140000,1.9,#N/A Authorization,40.97181918,FED BQ/ST TAXABLE,,Jefferson County,WI,Jefferson County,43.013804,-88.773985
1943,510221HQ0,City of Lake Mills WI Combined Utility System Revenue,WI,"Jefferson, WI",3.539511031,50.55745479,6/27/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,3,5/1/2026,260000,1.95,#N/A Authorization,50.55745479,FED BQ/ST TAXABLE,,Jefferson County,WI,Jefferson County,43.013804,-88.773985
1944,510221HS6,City of Lake Mills WI Combined Utility System Revenue,WI,"Jefferson, WI",5.253968563,64.85956164,6/27/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,3,5/1/2028,275000,2.2,#N/A Authorization,64.85956164,FED BQ/ST TAXABLE,,Jefferson County,WI,Jefferson County,43.013804,-88.773985
1945,410662AB6,City of Hannibal MO Waterworks Revenue,MO,#N/A Field Not Applicable,0.444677389,21.75954795,4/25/2019,WATER UTILITY IMPS.,3,1/1/2023,315000,1.8,#N/A Authorization,21.75954795,FED BQ/ST TAX-EXEMPT,,,MO,Marion County,39.807538,-91.635379
1946,410662AD2,City of Hannibal MO Waterworks Revenue,MO,#N/A Field Not Applicable,2.349842132,32.96305205,4/25/2019,WATER UTILITY IMPS.,3,1/1/2025,335000,2,#N/A Authorization,32.96305205,FED BQ/ST TAX-EXEMPT,,,MO,Marion County,39.807538,-91.635379
1947,410662AE0,City of Hannibal MO Waterworks Revenue,MO,#N/A Field Not Applicable,3.260618842,37.43861644,4/25/2019,WATER UTILITY IMPS.,3,1/1/2026,345000,2.1,#N/A Authorization,37.43861644,FED BQ/ST TAX-EXEMPT,150000,,MO,Marion County,39.807538,-91.635379
1948,411018SH8,Town of Hanover MA,MA,"Plymouth, MA",1.735044407,-7.960542466,5/30/2019,REFUNDING NOTES WATER UTILITY IMPS. SCHOOL IMPS.,5,5/15/2024,620000,1.44,#N/A Authorization,-7.960542466,FED & ST TAX-EXEMPT,105000,Plymouth County,MA,Plymouth County,41.987196,-70.741942
1949,411018SL9,Town of Hanover MA,MA,"Plymouth, MA",4.300960338,-7.875210959,5/30/2019,REFUNDING NOTES WATER UTILITY IMPS. SCHOOL IMPS.,5,5/15/2027,645000,1.52,#N/A Authorization,-7.875210959,FED & ST TAX-EXEMPT,,Plymouth County,MA,Plymouth County,41.987196,-70.741942
1950,412487GK0,County of Harford MD,MD,"Harford, MD",0.196871819,-5.225882192,1/29/2019,WATER UTILITY IMPS. SEWER IMPS. BRIDGES,5,10/1/2022,2000000,1.75,#N/A Authorization,-5.225882192,FED & ST TAX-EXEMPT,20000,Harford County,MD,Harford County,39.537429,-76.299789
1951,412487GN4,County of Harford MD,MD,"Harford, MD",2.936853806,-3.832057534,1/29/2019,WATER UTILITY IMPS. SEWER IMPS. BRIDGES,5,10/1/2025,2000000,1.93,#N/A Authorization,-3.832057534,FED & ST TAX-EXEMPT,125000,Harford County,MD,Harford County,39.537429,-76.299789
1952,412487GQ7,County of Harford MD,MD,"Harford, MD",4.57585365,-4.966947945,1/29/2019,WATER UTILITY IMPS. SEWER IMPS. BRIDGES,5,10/1/2027,2000000,2.08,#N/A Authorization,-4.966947945,FED & ST TAX-EXEMPT,430000,Harford County,MD,Harford County,39.537429,-76.299789
1953,412487GR5,County of Harford MD,MD,"Harford, MD",5.345060742,-5.500043836,1/29/2019,WATER UTILITY IMPS. SEWER IMPS. BRIDGES,5,10/1/2028,2000000,2.16,#N/A Authorization,-5.500043836,FED & ST TAX-EXEMPT,20000,Harford County,MD,Harford County,39.537429,-76.299789
1954,413844DH1,Harris-Brazoria Counties Municipal Utility District No 509,TX,"Brazoria, TX",0.113722806,50.06246575,6/1/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,3,9/1/2022,300000,2,#N/A Authorization,50.06246575,FED TAX-EXEMPT,,Brazoria County,TX,Brazoria County,29.167817,-95.434647
1955,476816CB7,Town of Jerusalem NY,NY,"Yates, NY",1.376351503,25.61206301,12/18/2019,WATER UTILITY IMPS. CASH FLOW MANAGEMENT,2,12/15/2023,35000,1.4,#N/A Authorization,25.61206301,FED BQ/ST TAX-EXEMPT,,Yates County,NY,Yates County,42.638237,-77.104324
1956,476816CC5,Town of Jerusalem NY,NY,"Yates, NY",2.331607532,25.55877534,12/18/2019,WATER UTILITY IMPS. CASH FLOW MANAGEMENT,2,12/15/2024,35000,1.45,#N/A Authorization,25.55877534,FED BQ/ST TAX-EXEMPT,,Yates County,NY,Yates County,42.638237,-77.104324
1957,476816CD3,Town of Jerusalem NY,NY,"Yates, NY",3.267406123,24.89053425,12/18/2019,WATER UTILITY IMPS. CASH FLOW MANAGEMENT,2,12/15/2025,35000,1.5,#N/A Authorization,24.89053425,FED BQ/ST TAX-EXEMPT,,Yates County,NY,Yates County,42.638237,-77.104324
1958,476816CE1,Town of Jerusalem NY,NY,"Yates, NY",4.183345896,29.27951781,12/18/2019,WATER UTILITY IMPS. CASH FLOW MANAGEMENT,2,12/15/2026,35000,1.62,#N/A Authorization,29.27951781,FED BQ/ST TAX-EXEMPT,,Yates County,NY,Yates County,42.638237,-77.104324
1959,476816CG6,Town of Jerusalem NY,NY,"Yates, NY",5.950893842,37.62527397,12/18/2019,WATER UTILITY IMPS. CASH FLOW MANAGEMENT,2,12/15/2028,40000,1.85,#N/A Authorization,37.62527397,FED BQ/ST TAX-EXEMPT,,Yates County,NY,Yates County,42.638237,-77.104324
1960,476816CH4,Town of Jerusalem NY,NY,"Yates, NY",6.800639011,39.616,12/18/2019,WATER UTILITY IMPS. CASH FLOW MANAGEMENT,2,12/15/2029,40000,1.95,#N/A Authorization,39.616,FED BQ/ST TAX-EXEMPT,,Yates County,NY,Yates County,42.638237,-77.104324
1961,510066RD7,City of Lake Jackson TX Waterworks and Sewer Revenue,TX,"Brazoria, TX",1.663499445,27.82938904,11/15/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,4,4/15/2024,380000,1.45,#N/A Authorization,27.82938904,FED BQ,,Brazoria County,TX,Brazoria County,29.167817,-95.434647
1962,510066RG0,City of Lake Jackson TX Waterworks and Sewer Revenue,TX,"Brazoria, TX",4.285452427,38.51731781,11/15/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,4,4/15/2027,335000,1.75,#N/A Authorization,38.51731781,FED BQ,,Brazoria County,TX,Brazoria County,29.167817,-95.434647
1963,510192JK4,City of Lake Mills WI,WI,"Jefferson, WI",1.720178449,27.49836438,6/27/2019,PUBLIC IMPS. SEWER IMPS. WATER UTILITY IMPS.,3,5/1/2024,135000,1.65,#N/A Authorization,27.49836438,FED BQ/ST TAXABLE,,Jefferson County,WI,Jefferson County,43.013804,-88.773985
1964,510192JM0,City of Lake Mills WI,WI,"Jefferson, WI",3.544321604,35.55745479,6/27/2019,PUBLIC IMPS. SEWER IMPS. WATER UTILITY IMPS.,3,5/1/2026,135000,1.8,#N/A Authorization,35.55745479,FED BQ/ST TAXABLE,,Jefferson County,WI,Jefferson County,43.013804,-88.773985
1965,510221HR8,City of Lake Mills WI Combined Utility System Revenue,WI,"Jefferson, WI",4.409873173,50.97181918,6/27/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,3,5/1/2027,265000,2,#N/A Authorization,50.97181918,FED BQ/ST TAXABLE,,Jefferson County,WI,Jefferson County,43.013804,-88.773985
1966,620220CJ0,Moulton-Niguel Water District,CA,"Orange, CA",1.070485711,-14.38415342,11/20/2019,WATER UTILITY IMPS. SEWER IMPS.,5,9/1/2023,1340000,1.01,#N/A Authorization,-14.38415342,FED & ST TAX-EXEMPT,300000,Orange County,CA,Orange County,33.675687,-117.777207
1967,620220CP6,Moulton-Niguel Water District,CA,"Orange, CA",5.264758362,-9.058073973,11/20/2019,WATER UTILITY IMPS. SEWER IMPS.,5,9/1/2028,1710000,1.34,#N/A Authorization,-9.058073973,FED & ST TAX-EXEMPT,60000,Orange County,CA,Orange County,33.675687,-117.777207
1968,511880BM7,Village of Lakemoor IL,IL,"McHenry, IL",0.519315127,58.10885479,7/23/2019,WATER UTILITY IMPS.,3,2/1/2023,50000,1.8,#N/A Authorization,58.10885479,FED BQ/ST TAXABLE,,McHenry County,IL,McHenry County,42.324298,-88.452245
1969,511880BN5,Village of Lakemoor IL,IL,"McHenry, IL",1.471779169,60.34800822,7/23/2019,WATER UTILITY IMPS.,3,2/1/2024,50000,1.85,#N/A Authorization,60.34800822,FED BQ/ST TAXABLE,,McHenry County,IL,McHenry County,42.324298,-88.452245
1970,511880BS4,Village of Lakemoor IL,IL,"McHenry, IL",5.00947305,83.14217534,7/23/2019,WATER UTILITY IMPS.,3,2/1/2028,55000,2.3,#N/A Authorization,83.14217534,FED BQ/ST TAXABLE,,McHenry County,IL,McHenry County,42.324298,-88.452245
1971,510066RC9,City of Lake Jackson TX Waterworks and Sewer Revenue,TX,"Brazoria, TX",0.719939405,25.90327945,11/15/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,4,4/15/2023,380000,1.4,#N/A Authorization,25.90327945,FED BQ,30000,Brazoria County,TX,Brazoria County,29.167817,-95.434647
1972,510066RF2,City of Lake Jackson TX Waterworks and Sewer Revenue,TX,"Brazoria, TX",3.443857367,36.04646027,11/15/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,4,4/15/2026,335000,1.65,#N/A Authorization,36.04646027,FED BQ,405000,Brazoria County,TX,Brazoria County,29.167817,-95.434647
1973,510192JP3,City of Lake Mills WI,WI,"Jefferson, WI",5.262433885,44.85956164,6/27/2019,PUBLIC IMPS. SEWER IMPS. WATER UTILITY IMPS.,3,5/1/2028,140000,2,#N/A Authorization,44.85956164,FED BQ/ST TAXABLE,,Jefferson County,WI,Jefferson County,43.013804,-88.773985
1974,510221HM9,City of Lake Mills WI Combined Utility System Revenue,WI,"Jefferson, WI",0.766705089,44.46774521,6/27/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,3,5/1/2023,235000,1.8,#N/A Authorization,44.46774521,FED BQ/ST TAXABLE,,Jefferson County,WI,Jefferson County,43.013804,-88.773985
1975,510221HN7,City of Lake Mills WI Combined Utility System Revenue,WI,"Jefferson, WI",1.718746567,47.49836438,6/27/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,3,5/1/2024,245000,1.85,#N/A Authorization,47.49836438,FED BQ/ST TAXABLE,,Jefferson County,WI,Jefferson County,43.013804,-88.773985
1976,510221HP2,City of Lake Mills WI Combined Utility System Revenue,WI,"Jefferson, WI",2.642470485,49.99026849,6/27/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,3,5/1/2025,255000,1.9,#N/A Authorization,49.99026849,FED BQ/ST TAXABLE,,Jefferson County,WI,Jefferson County,43.013804,-88.773985
1977,410662AF7,City of Hannibal MO Waterworks Revenue,MO,#N/A Field Not Applicable,4.144971552,46.6462274,4/25/2019,WATER UTILITY IMPS.,3,1/1/2027,355000,2.25,#N/A Authorization,46.6462274,FED BQ/ST TAX-EXEMPT,,,MO,Marion County,39.807538,-91.635379
1978,411018SG0,Town of Hanover MA,MA,"Plymouth, MA",0.802075759,-7.469068493,5/30/2019,REFUNDING NOTES WATER UTILITY IMPS. SCHOOL IMPS.,5,5/15/2023,610000,1.43,#N/A Authorization,-7.469068493,FED & ST TAX-EXEMPT,200000,Plymouth County,MA,Plymouth County,41.987196,-70.741942
1979,127212BY3,Caddo Basin Special Utility District,TX,"Hunt, TX",2.956636152,38.50016164,4/15/2019,WATER UTILITY IMPS.,2.5,9/1/2025,105000,2.1,#N/A Authorization,38.50016164,FED BQ,,,TX,Hunt County,33.123308,-96.08423
1980,12946RCR1,Village of Caledonia WI Water & Sewer System Revenue,WI,"Racine, WI",2.610598352,38.71566849,11/26/2019,WATER UTILITY IMPS. SEWER IMPS.,4,5/1/2025,185000,1.6,#N/A Authorization,38.71566849,FED BQ/ST TAXABLE,,Racine County,WI,Racine County,42.780392,-87.771599
1981,12946RCU4,Village of Caledonia WI Water & Sewer System Revenue,WI,"Racine, WI",5.129167655,49.04269863,11/26/2019,WATER UTILITY IMPS. SEWER IMPS.,4,5/1/2028,210000,1.9,#N/A Authorization,49.04269863,FED BQ/ST TAXABLE,,Racine County,WI,Racine County,42.780392,-87.771599
1982,12946RCV2,Village of Caledonia WI Water & Sewer System Revenue,WI,"Racine, WI",5.902947892,51.86628767,11/26/2019,WATER UTILITY IMPS. SEWER IMPS.,4,5/1/2029,220000,2,#N/A Authorization,51.86628767,FED BQ/ST TAXABLE,,Racine County,WI,Racine County,42.780392,-87.771599
1983,279518FN9,City of Eden Prairie MN,MN,"Hennepin, MN",2.269787214,15.96942466,12/5/2019,WATER UTILITY IMPS.,3,12/1/2024,210000,1.4,#N/A Authorization,15.96942466,FED BQ/ST TAX-EXEMPT,,Hennepin County,MN,Hennepin County,45.006121,-93.475228
1984,279518FP4,City of Eden Prairie MN,MN,"Hennepin, MN",3.18185362,15.17891781,12/5/2019,WATER UTILITY IMPS.,3,12/1/2025,215000,1.45,#N/A Authorization,15.17891781,FED BQ/ST TAX-EXEMPT,,Hennepin County,MN,Hennepin County,45.006121,-93.475228
1985,279518FR0,City of Eden Prairie MN,MN,"Hennepin, MN",4.926860639,15.07264384,12/5/2019,WATER UTILITY IMPS.,3,12/1/2027,230000,1.6,#N/A Authorization,15.07264384,FED BQ/ST TAX-EXEMPT,,Hennepin County,MN,Hennepin County,45.006121,-93.475228
1986,279518FS8,City of Eden Prairie MN,MN,"Hennepin, MN",5.759034306,17.49941096,12/5/2019,WATER UTILITY IMPS.,3,12/1/2028,235000,1.7,#N/A Authorization,17.49941096,FED BQ/ST TAX-EXEMPT,,Hennepin County,MN,Hennepin County,45.006121,-93.475228
1987,280606CL6,City of Edina MN,MN,"Hennepin, MN",0.515994202,-1.859832877,6/13/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,5,2/1/2023,895000,1.48,#N/A Authorization,-1.859832877,FED & ST TAX-EXEMPT,,Hennepin County,MN,Hennepin County,45.006121,-93.475228
1988,280606CN2,City of Edina MN,MN,"Hennepin, MN",2.341280692,-1.096917808,6/13/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,5,2/1/2025,995000,1.52,#N/A Authorization,-1.096917808,FED & ST TAX-EXEMPT,45000,Hennepin County,MN,Hennepin County,45.006121,-93.475228
1989,280606CQ5,City of Edina MN,MN,"Hennepin, MN",4.014745736,1.03449589,6/13/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,5,2/1/2027,1095000,1.6,#N/A Authorization,1.03449589,FED & ST TAX-EXEMPT,50000,Hennepin County,MN,Hennepin County,45.006121,-93.475228
1990,280606CR3,City of Edina MN,MN,"Hennepin, MN",4.791291106,2.446221918,6/13/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,5,2/1/2028,1150000,1.66,#N/A Authorization,2.446221918,FED & ST TAX-EXEMPT,5000,Hennepin County,MN,Hennepin County,45.006121,-93.475228
1991,396694N31,City of Greenville TX,TX,"Hunt, TX",0.556550515,13.71466575,4/11/2019,WATER UTILITY IMPS. SEWER IMPS.,4,2/15/2023,405000,1.76,#N/A Authorization,13.71466575,FED TAX-EXEMPT,,,TX,Hunt County,33.123308,-96.08423
1992,396694N49,City of Greenville TX,TX,"Hunt, TX",1.487056842,18.62856986,4/11/2019,WATER UTILITY IMPS. SEWER IMPS.,5,2/15/2024,420000,1.85,#N/A Authorization,18.62856986,FED TAX-EXEMPT,,,TX,Hunt County,33.123308,-96.08423
1993,396694N56,City of Greenville TX,TX,"Hunt, TX",2.377741052,23.86007397,4/11/2019,WATER UTILITY IMPS. SEWER IMPS.,5,2/15/2025,445000,1.95,#N/A Authorization,23.86007397,FED TAX-EXEMPT,10000,,TX,Hunt County,33.123308,-96.08423
1994,396694N64,City of Greenville TX,TX,"Hunt, TX",3.230319064,24.59353425,4/11/2019,WATER UTILITY IMPS. SEWER IMPS.,5,2/15/2026,465000,2.03,#N/A Authorization,24.59353425,FED TAX-EXEMPT,35000,,TX,Hunt County,33.123308,-96.08423
1995,396694N72,City of Greenville TX,TX,"Hunt, TX",4.047144564,25.31915342,4/11/2019,WATER UTILITY IMPS. SEWER IMPS.,5,2/15/2027,490000,2.13,#N/A Authorization,25.31915342,FED TAX-EXEMPT,10000,,TX,Hunt County,33.123308,-96.08423
1996,396694N80,City of Greenville TX,TX,"Hunt, TX",4.829779727,25.88668493,4/11/2019,WATER UTILITY IMPS. SEWER IMPS.,5,2/15/2028,515000,2.23,#N/A Authorization,25.88668493,FED TAX-EXEMPT,,,TX,Hunt County,33.123308,-96.08423
1997,169772A83,City of Chippewa Falls WI,WI,"Chippewa, WI",0.362379318,27.30714247,6/12/2019,PUBLIC IMPS. SEWER IMPS. WATER UTILITY IMPS.,3,12/1/2022,35000,1.77,#N/A Authorization,27.30714247,FED BQ/ST TAXABLE,,Chippewa County,WI,Chippewa County,45.069092,-91.283505
1998,169772B25,City of Chippewa Falls WI,WI,"Chippewa, WI",2.269236542,37.24705479,6/12/2019,PUBLIC IMPS. SEWER IMPS. WATER UTILITY IMPS.,3,12/1/2024,40000,1.9,#N/A Authorization,37.24705479,FED BQ/ST TAXABLE,,Chippewa County,WI,Chippewa County,45.069092,-91.283505
1999,169772B66,City of Chippewa Falls WI,WI,"Chippewa, WI",5.75758223,46.67789315,6/12/2019,PUBLIC IMPS. SEWER IMPS. WATER UTILITY IMPS.,3,12/1/2028,130000,2.15,#N/A Authorization,46.67789315,FED BQ/ST TAXABLE,,Chippewa County,WI,Chippewa County,45.069092,-91.283505
2000,172311PA4,City of Cincinnati OH Water System Revenue,OH,"Hamilton, OH",3.94187549,7.331246575,11/26/2019,WATER UTILITY IMPS.,5,12/1/2026,1160000,1.45,#N/A Authorization,7.331246575,FED & ST TAX-EXEMPT,35000,Hamilton County,OH,Hamilton County,39.196927,-84.544187
2001,169772A91,City of Chippewa Falls WI,WI,"Chippewa, WI",1.330102601,29.04007671,6/12/2019,PUBLIC IMPS. SEWER IMPS. WATER UTILITY IMPS.,3,12/1/2023,35000,1.8,#N/A Authorization,29.04007671,FED BQ/ST TAXABLE,,Chippewa County,WI,Chippewa County,45.069092,-91.283505
2002,169772B33,City of Chippewa Falls WI,WI,"Chippewa, WI",3.181226518,34.77516164,6/12/2019,PUBLIC IMPS. SEWER IMPS. WATER UTILITY IMPS.,3,12/1/2025,120000,1.9,#N/A Authorization,34.77516164,FED BQ/ST TAXABLE,,Chippewa County,WI,Chippewa County,45.069092,-91.283505
2003,169772B41,City of Chippewa Falls WI,WI,"Chippewa, WI",4.066854788,36.61559726,6/12/2019,PUBLIC IMPS. SEWER IMPS. WATER UTILITY IMPS.,3,12/1/2026,125000,1.95,#N/A Authorization,36.61559726,FED BQ/ST TAXABLE,,Chippewa County,WI,Chippewa County,45.069092,-91.283505
2004,169772B58,City of Chippewa Falls WI,WI,"Chippewa, WI",4.925802904,42.30674795,6/12/2019,PUBLIC IMPS. SEWER IMPS. WATER UTILITY IMPS.,3,12/1/2027,125000,2.05,#N/A Authorization,42.30674795,FED BQ/ST TAXABLE,,Chippewa County,WI,Chippewa County,45.069092,-91.283505
2005,271579DD3,East Cherry Creek Valley Water and Sanitation District,CO,"Arapahoe, CO",2.184931981,15.39580822,10/31/2019,WATER UTILITY IMPS.,5,11/15/2024,805000,1.36,#N/A Authorization,15.39580822,FED & ST TAX-EXEMPT,,Arapahoe County,CO,Arapahoe County,39.644554,-104.331706
2006,271579DE1,East Cherry Creek Valley Water and Sanitation District,CO,"Arapahoe, CO",3.173092818,19.39317534,10/31/2019,WATER UTILITY IMPS.,2.25,11/15/2025,845000,1.44,#N/A Authorization,19.39317534,FED & ST TAX-EXEMPT,,Arapahoe County,CO,Arapahoe County,39.644554,-104.331706
2007,271579DF8,East Cherry Creek Valley Water and Sanitation District,CO,"Arapahoe, CO",3.890799273,18.37316712,10/31/2019,WATER UTILITY IMPS.,5,11/15/2026,865000,1.5,#N/A Authorization,18.37316712,FED & ST TAX-EXEMPT,1230000,Arapahoe County,CO,Arapahoe County,39.644554,-104.331706
2008,271579DH4,East Cherry Creek Valley Water and Sanitation District,CO,"Arapahoe, CO",5.457513695,25.5559589,10/31/2019,WATER UTILITY IMPS.,5,11/15/2028,930000,1.69,#N/A Authorization,25.5559589,FED & ST TAX-EXEMPT,,Arapahoe County,CO,Arapahoe County,39.644554,-104.331706
2009,271579DJ0,East Cherry Creek Valley Water and Sanitation District,CO,"Arapahoe, CO",6.348421949,29.0459863,10/31/2019,WATER UTILITY IMPS.,4,11/15/2029,980000,1.8,#N/A Authorization,29.0459863,FED & ST TAX-EXEMPT,,Arapahoe County,CO,Arapahoe County,39.644554,-104.331706
2010,258810AE0,Douglas Water Authority,AL,"Marshall, AL",0.931340557,44.65747945,8/15/2019,CURRENT REFUNDING WATER UTILITY IMPS.,3,7/1/2023,485000,1.59,#N/A Authorization,44.65747945,FED BQ/ST TAX-EXEMPT,,Marshall County,AL,Marshall County,34.309564,-86.321668
2011,258810AG5,Douglas Water Authority,AL,"Marshall, AL",2.775692304,55.62272877,8/15/2019,CURRENT REFUNDING WATER UTILITY IMPS.,4,7/1/2025,510000,1.79,#N/A Authorization,55.62272877,FED BQ/ST TAX-EXEMPT,,Marshall County,AL,Marshall County,34.309564,-86.321668
2012,258810AH3,Douglas Water Authority,AL,"Marshall, AL",3.648487428,62.31184658,8/15/2019,CURRENT REFUNDING WATER UTILITY IMPS.,4,7/1/2026,535000,1.92,#N/A Authorization,62.31184658,FED BQ/ST TAX-EXEMPT,120000,Marshall County,AL,Marshall County,34.309564,-86.321668
2013,258810AJ9,Douglas Water Authority,AL,"Marshall, AL",4.48912048,68.16884384,8/15/2019,CURRENT REFUNDING WATER UTILITY IMPS.,4,7/1/2027,555000,2.05,#N/A Authorization,68.16884384,FED BQ/ST TAX-EXEMPT,45000,Marshall County,AL,Marshall County,34.309564,-86.321668
2014,258810AL4,Douglas Water Authority,AL,"Marshall, AL",6.076168326,77.80261644,8/15/2019,CURRENT REFUNDING WATER UTILITY IMPS.,4,7/1/2029,600000,2.3,#N/A Authorization,77.80261644,FED BQ/ST TAX-EXEMPT,,Marshall County,AL,Marshall County,34.309564,-86.321668
